"1. Company name (For example, UPMC, Penn State Health, CVS, Sadler Health Center, etc.)","2. Name of vaccine providing entity (For example, UPMC Williamsport, Penn State Health Holy Spirit Medical Center, CVS Pharmacy Camp Hill, Sadler Health Center, etc.)",4. Provider Address,5. Point of contact for vaccine providing entity,6. Phone number for point of contact,POCemail,8. Type of Facility,"9. Link to public facing information, if applicable, on how to schedule an appointment to get vaccinated",Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,What identification requirements does your facility have for vaccine recipients?,Notes,VaccineYesNoExp,x,y
UPMC,UPMC Somerset,"225 S Center Avenue, Somerset PA 15501",David Bertoty,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,8:00 AM,12:00 PM,,,8:00 AM,12:00 PM,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-79.07787997,40.00703998
WellSpan Health,WellSpan Pharmacy Dallastown,755 S Pleasant Ave  Dallastown PA 17313,WellSpan Coronavirus Information Hotline,8558513641,COVID19Vaccine@wellspan.org,Pharmacy,https://www.wellspan.org/covid19,,,10:00 AM,4:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,,,employee or state issued photo ID,none,No Vaccine Yet,-76.64907299,39.88832902
UPMC,UPMC Hamot,"380 East Bayfront Parkway, Erie PA 16507",Jason Chenault,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-80.07610714,42.13955453
UPMC,UPMC Northwest,"100 Fairfield Drive, Seneca, PA 16346",Katelin Speer,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,12:00 PM,4:00 PM,,,,,12:00 PM,4:00 PM,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-79.70048204,41.36124398
UPMC,UPMC Horizon- Greenville,110 N Main St. Greenville PA 16125,Kevin MacDonald,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-80.37214305,41.41124964
UPMC,UPMC Horizon- Shenango,"2200 Memorial Dr. Farrell, PA 16121",Kevin MacDonald,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-80.46969399,41.21054499
UPMC,UPMC Jameson,"1211 Wilmington Ave. New Castle, PA 16105",Kevin MacDonald,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-80.35157403,41.013344
Evangelical Community Hospital ,Evangelical Community Hospital ,One Hospital Drive Lewisburg Pa 17837,Shelia Packer ,570-768-3200,Sheila.Packer@evanhospital.com,Hospital,https://www.evanhospital.com/news/healthcare-worker-vaccine-registration,,,,,,,,,,,,,,,photo ID,,Yes,-76.88652,40.97988
UPMC,UPMC Kane,"4372 Route 6, Kane, PA 16735",Bill Edgar,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-78.81852,41.67166999
UPMC,UPMC Pinnacle Memorial,"1701 Innovation Drive, York",Carrie Ann Merrifield,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-76.76840781,39.98403811
Allegheny Health Network,Canonsburg Hosptial,"100 Medical Boulevard, Canonsburg, PA 15317",covidvaccine@ahn.org,,covidvaccine@ahn.org,Hospital,https://www.ahn.org/coronavirus/independent-health-care-workers.html,,,,,,,,,,,,,,,"Proof of occupation (i.e. badge, professional license, play of employment)",Schedule will be adjusted and coordinated to flex to requests.,Yes,-80.1906,40.24631599
UPMC,UPMC Pinnacle Hanover,"300 Highland Ave, Hanover, PA, 17331",Danielle Mostoller,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-76.98256503,39.807921
Allegheny Health Network,Jefferson Hospital,"565 Coal Valley Road, Jefferson Hills, PA 15025",covidvaccine@ahn.org,,covidvaccine@ahn.org,Hospital,https://www.ahn.org/coronavirus/independent-health-care-workers.html ,,,,,,,,,,,,,,,"Proof of occupation (i.e badge, professional license, place of employement)",Schedule will be adjusted and coordinated to flex to requests,Yes,-79.93364898,40.31789502
UPMC,UPMC Pinnacle Lititz,"1500 Highlands Dr, Lititz, PA, 17543",Carolyn Masey,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-76.31207103,40.13221101
UPMC,UPMC Pinnacle Community Osteopathic,"4300 Londonderry Rd, Harrisburg, PA, 17109",Jennifer Hardsock,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-76.81575149,40.28277709
UPMC,UPMC Carlisle,"361 Alexander Spring Rd, Carlisle, PA, 17015",Jennifer Hardsock,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-77.22283496,40.18312801
"Hamilton Health Center, Inc.","Hamilton Health Center, Inc.",110 South 17th Street,Community Health Program,"7172303991, Option 2",Covid19vaccine@hamiltonhealthcenter.com,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,,,Personal or Employer Identification to verify the person and what category they qualify for.,"Community Vaccinations not available until February 01, 2021 ",Yes,-76.864966,40.265459
Wellspan Health,Wellspan Pharmacy in Ephrata,"183 N Reading Rd, Ste 9, Ephrata, PA 17522",Wellspan Coronavirus Information Hotline,8558513641,COVID19Vaccine@Wellspan.org,Pharmacy,https://www.wellspan.org/covid19,,,,,,,,,,,,,,,Employee or State Issued Photo ID,None,No Vaccine Yet,-76.1816922,40.18764492
UPMC,UPMC Fredrickson OP Center,"2025 Technology Pkwy, Mechanicsburg, PA, 17050",Jennifer Hardsock,1-833-299-4358,,Other,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-76.97662328,40.28458164
UPMC,UPMC Pinnacle Harrisburg,"205 S Front St, Harrisburg, PA, 17104",Jennifer Hardsock,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-76.87976639,40.25685064
UPMC,UPMC Lock Haven,"119 Woodward Avenue Lock Haven, PA 17745",Becky Levi,1-833-299-4358,,Other,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-77.35695899,41.15150701
,,,,,,,,,,,,,,,,,,,,,,,,Yes,-79.56649547,40.8203554
UPMC,UPMC Williamsport,"1600 Dewey Ave, Williamsport, Pa 17701",Tony Bixby,1-833-299-4358,,Other,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-77.04804898,41.250254
cooks pharmacy of kingston,cooks pharmacy of kingston,"777 wyoming ave, kingston pa 18704",james gaudino,570-288-3633,cooksrx@epix.net,Pharmacy,not yet established,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,1:00 PM,photo id and medical/pharmacy insurance ID,,No Vaccine Yet,-75.88370148,41.27403638
UPMC,UPMC Wellsboro,"2258 Charleston Rd, Wellsboro, Pa 16901",Andy Tom,1-833-299-4358,,Other,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-77.20532601,41.76936098
UPMC,UPMC Wellness Center,"1001 East Second St, Coudersport, Pa 16915",Jennifer Scheible,1-833-299-4358,,Hospital,https://www.upmc.com/healthcarevaccine,,,,,,,,,,,,,,,State or federal issued photo ID,Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only,Yes,-77.97722997,41.77291001
Primary Health Network,Mercer Primary Care,737 Greenville,Ashlee Montgomery,724-699-9211,amontgomery@primary-health.net,Federally Qualified Health Center (FQHC),https://primary-health.net/covid-vaccine-clinic.aspx,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,None,,Yes,-80.24882103,41.24812701
UPMC,UPMC Southside,"2015 Mary St, Pittsburgh, PA, 15203",Al L'Altrelli,1-833-299-4358,,Health System,https://www.upmc.com/healthcarevaccine,,,2:00 PM,8:00 PM,7:00 AM,1:00 PM,2:00 PM,8:00 PM,7:00 AM,1:00 PM,2:00 PM,7:00 PM,7:00 AM,1:00 PM,State or federal issued photo ID,"Access for the vaccination entry is via  www.upmc.com/healthcarevaccine only, Saturday vaccinations on first and third Saturday only.",Yes,-79.976939,40.42609001
Armstrong County Memorial Hospital,South Bethlehem Primary Care Center,"102 South Street, New Bethlehem, PA 16242","102 South Street, New Bethlehem PA 16242",814-275-2264,Stubrickv@acmh.org,Other,,,,,4:00 PM,9:00 AM,4:00 PM,9:00 AM,4:00 PM,9:00 AM,4:00 PM,9:00 AM,4:00 PM,,,"insurance cards, drivers license",,No Vaccine Yet,-79.34160835,40.99753472
Primary Health Network,Lewistown Community Health Center,"106 Derry Heights Blvd, Lewistown PA 17044",Ashley Montgomery,724-699-9211,amontgomery@primary-health.net,Federally Qualified Health Center (FQHC),https//primary-health.net/covid-vaccine-clinic.aspx,,,8:00 AM,4:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,11:00 AM,7:00 PM,8:00 AM,4:00 PM,,,None,,Yes,-77.57873543,40.63120592
Broad Top Area Medical Center,Mount Union offie,"95 south park Street, Mount Union, pa 17066","Elizabeth Rolley, LPN",814-542-8627,lrolley@broadtopmedical.com,Federally Qualified Health Center (FQHC),Call the office to schedule,,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,4:00 PM,5:00 PM,4:00 PM,5:00 PM,4:00 PM,5:00 PM,,,drivers license and employee ID,,No Vaccine Yet,-77.88022696,40.38156753
1.WellSpan Health,2.WellSpan Pharmacy York Hospital ,"1001 South George St, York PA 17403",5.WellSpan Coronavirus Information Hotline,6.855-851-3641,COVID19Vaccine@Wellspan.org,Pharmacy,https://www.wellspan.org/covid19,9:00 AM,5:00 PM,7:00 AM,8:00 PM,7:00 AM,8:00 PM,7:00 AM,8:00 PM,7:00 AM,8:00 PM,7:00 AM,8:00 PM,9:00 AM,5:00 PM,11.employee or state issued photo ID,,No Vaccine Yet,-76.71872401,39.945981
Primary Health Center,Altoona Community Health Center,1701 12th Avenue Building F Altoona PA 16601,Ashlee Montgomery,724-699-9211,amonthomery@primary-health.net,Federally Qualified Health Center (FQHC),https://primary-health.net/covid-vaccine-clinic.aspx,,,9:00 AM,5:00 PM,9:00 AM,7:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,none,,No Vaccine Yet,-78.40688012,40.51287852
Primary Health Network ,Titusville Community Health Center ,120 South Martin Street Titusville PA 16354,Ashlee Montgomery ,7246999211,amontgomery@primary-health.net,Federally Qualified Health Center (FQHC),https://primary-health.net/covid-vaccine-clinic.aspx,,,8:00 AM,5:00 PM,,7:00 PM,9:00 AM,3:00 PM,8:00 AM,4:00 PM,9:00 AM,,,,none ,,No Vaccine Yet,-79.67154263,41.62667659
Wellspan Health,Wellspan Pharmacy Lebanon,252 South 4th St Lebanon PA 17042,Wellspan Coronavirus Information Hotline,855-851-3641,COVID19Vaccine@Wellspan.org,Pharmacy,https://www.wellspan.org/covid19,,,,,,,,,,,,,,,employee or state issued photo ID,none,No Vaccine Yet,-76.41665002,40.33582001
Hazle Drugs Inc,Hazle Drugs Inc,1 East Broad St,William Spear,5704542476,Info@hazledrugs.com,Pharmacy,,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,Photo ID/employment verification/pharmacy insurance card,,No Vaccine Yet,-75.97371072,40.95430684
Titusville Area Hospital,Meadville Community Health Center,"640 Alden Street, Meadville, PA 16335",Tracey Reed,"Please use the link above to register for a vaccine. At this time, office staff cannot register you for the vaccine.",covidvaccine@mmchs.org,Other,https://www.mmchs.org/vaccine,,,,,,,,,,,,,,,Government Issued ID,Physician Office affiliated with Titusville Area Hospital and Meadville Medical Center,No Vaccine Yet,-80.13895004,41.63454
Family First Health,Family First Health,"116 S George St, York, PA 17401",,717-356-2242,info@familyfirsthealth.org,Federally Qualified Health Center (FQHC),https://www.familyfirsthealth.org/covid-19-vaccine-info,,,,,,,,,,,2:00 PM,4:00 PM,,,Photo ID,,Yes,-76.72714396,39.96058999
Titusville Area Hospital,Cambridge Spring Health Center,"118 Railroad Street, Cambridge Spring, PA 16403",Tracey Reed,"Please use the link above to register for a vaccine. At this time, office staff cannot register you for the vaccine.",covidvaccine@mmchs.org,Other,https://www.mmchs.org/vaccine,,,,,,,,,,,,,,,Government issued ID,Physician office affiliated with Titusville Area Hospital,No Vaccine Yet,-80.05896003,41.80395
Titusville Area Hospital,Saegertown Medical Associates,"401 Main Street, Saegertown, PA 16433",Tracey Reed,"Please use the above link to register for a vaccine. At this time, office staff cannot register you for the vaccine.",covidvaccine@mmchs.org,Other,https://www.mmchs.org/vaccine,,,,,,,,,,,,,,,Government issued ID,Physician office affiliated with Titusville Area Hospital,No Vaccine Yet,-80.14816997,41.71916001
Selllersville Pharmacy,Selllersville Pharmacy,218 South Main St Sellersville Pennsylvania 18960,Jay Patel,2152579077,Sellersvillerxcovid@gmail.com,Pharmacy,,,,,,,,,,,,,,,,Id & Proof of work for Healthcare Professionals,,Yes,-75.30638103,40.35453102
Titusville Area Hospital,Conneaut Lake Health Center,"10926 State Highway 18, Conneaut Lake, PA 16406",Tracey Reed,"Please use the link above to register for a vaccine. At this time, office staff cannot register you for a vaccine. ",covidvaccine@mmchs.org,Other,https://www.mmchs.org/vaccine,,,,,,,,,,,,,,,Government issued ID,Physician office affiliated with Titusville Area Hospital,No Vaccine Yet,-80.28887276,41.61449606
Primary Health Network,Tri-County Community Health Center,"1555 Shawna Road, Cherry Tree, PA  15724",Ashlee Montgomery,724-699-9211,amontgomery@primary-health.net,Federally Qualified Health Center (FQHC),https://primary-health.net/covid-vaccine-clinic.aspx,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,None,,No Vaccine Yet,-78.799062,40.71726898
Primary Health Network,Jacksonville Family Medicine Center,"29 Saltsburg Road, Clarksburg, PA  15725",Ashlee Montgomery,724-699-9211,amontgomery@primary-health.net,Federally Qualified Health Center (FQHC),https://primary-health.net/covid-vaccine-clinic.aspx,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,,None,,No Vaccine Yet,-79.2991253,40.53994206
Titusville Area Hospital,Conneaut Valley Health Center,"906 Washington Street, Conneautville, PA 16406",Tracey Reed,Please use the link above to register for a vaccine. Office staff cannot help you register.,covidvaccine@mmchs.org,Other,https://www.mmchs.org/vaccine,,,,,,,,,,,,,,,Government issued ID,Physician office affiliated with Titusville Area Hospital.  This clinic was rebuilt after a fire at the same location.  The clinic continued to services the patient in a mobile unit.  The new clinic opened on 3/16/2020. ,No Vaccine Yet,-80.368495,41.759182
Primary Health Network,New Castle Primary Care,"1112 S Mill Street New Castle, PA 16101",Ashlee Montgomery ,724-699-9211,amontgomery@primary-health.net,Federally Qualified Health Center (FQHC),https://primary-health.net/covid-vaccine-clinics.aspx,,,9:00 AM,7:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,None,,Yes,-80.34416996,40.98790601
Primary Health Network,Petroleum Valley Medical Center,296 Church St Petrolia PA 16050,Ashlee Montgomery,724-699-9211,amontgomery@primary-health.net,Federally Qualified Health Center (FQHC),https://primary-health.net/covid-vaccine-clinic.aspx,,,8:00 AM,7:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,7:00 AM,11:00 AM,,,none,,No Vaccine Yet,-79.71764958,41.02125597
Mainline Pharmacy,Mainline Pharmacy,"1207 second st cresson, PA 16630",John Pastorek,724-459-7400,blairsville@mainlinepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,,,Yes,-78.5925736,40.45859815
Mainline Pharmacy,Mainline Pharmacy,"619 Main St, Portage, PA, 15946",John Pastorek,724-459-7400,blairsville@mainlinepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,,,Yes,-78.67258897,40.386951
Mainline LTC Pharmacy,Mainline LTC Pharmacy,"1049 Shoemaker Street Suite 2 Nanty Glo, PA 15943",Jeffrey Moschgat,8147363044,ltc@mainlinepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,,,Yes,-78.83550299,40.47046301
Mainline Pharmacy,Mainline Pharmacy,"1049 Shoemaker Street, Suite 1 Nanty Glo, PA 15934",John Pastorek,,blairsville@mainlinepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,,,Yes,-78.83550299,40.47046301
Mainline Pharmacy,Mainline Pharmacy,"168 W Main Street Somerset, PA 15501",John Pastorek,,blairsville@mainlinepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,,,Yes,-79.08062002,40.00859998
Mainline Pharmacy,Mainline Pharmacy,"118 N Main Street Davidsville, PA 15928",John Pastorek,7244597400,blairsville@mainlinepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,,,Yes,-78.93623,40.22802999
Mainline Pharmacy,Mainline Pharmacy,"317 Beaver St Hastings, PA 16646",John Pastorek,7244597400,blairsville@mainlinepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,,,Yes,-78.71190504,40.66543601
Walberg Family Pharmacies,Jamestown Pharmacy,121 LIberty Street,Kathy Mcclimans,7249325355,jamestown@wfprx.com,Pharmacy,https://walbergfamilypharmacies.com/,,,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,2:00 PM,"Drivers license, Insurance Card, Medicare Card if applicable ",,No Vaccine Yet,-80.44072434,41.48454263
Cornerstone Care,Cornerstone Care Mt Morris,"120 Locust Avenue Extension, Mount Morris, PA 15349",Amanda Wolfe,7243249001,covidvaccine@cornerstonecare.com,Federally Qualified Health Center (FQHC),cornerstonecare.com,,,,,,,5:00 PM,7:00 PM,,,12:00 PM,2:00 PM,,,none,,Yes,-80.06010319,39.7349328
Walberg Family Pharmacies,Reynolds Pharmacy,3676 North Hermitage Road,Zack Johnson,7246461131,reynolds@wfprx.com,Pharmacy,https://walbergfamilypharmacies.com/,,,,,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,1:00 PM,"Drivers license, Insurance Card, Medicare Card if applicable ",,No Vaccine Yet,-80.41340381,41.33182743
Walberg Family Pharmacies,New Castle Pharmacy,1112 South Mill Street New Castle PA 16101,Chad Morris,7246565000,newcastle@wfprx.com,Pharmacy,https://walbergfamilypharmacies.com/,,,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,"Drivers license, Insurance Card, Medicare Card if applicable	",,No Vaccine Yet,-80.344185,40.987914
Walberg Family Pharmacies,Mercer Pharmacy,"737 Greenville Road Mercer, PA 16137",Dana Eade,7246621414,mercer@wfprx.com,Pharmacy,https://walbergfamilypharmacies.com/,,,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,"Drivers license, Insurance Card, Medicare Card if applicable	",,No Vaccine Yet,-80.248807,41.248109
Walberg Family Pharmacies,Sharon Pharmacy,"63 Pitt Street Suite 102 Sharon, PA 16146",Katie Patton,7243477000,sharon@wfprx.com,Pharmacy,,,,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,https://walbergfamilypharmacies.com/,,No Vaccine Yet,-80.507675,41.234138
Walberg Family Pharmacies,Petrolia Pharmacy,"296 Church Street Petrolia, PA 16050",Carl Shields,7247564050,petrolia@wfprx.com,Pharmacy,https://walbergfamilypharmacies.com/,,,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,7:00 PM,9:00 AM,5:00 PM,,,"Drivers license, Insurance Card, Medicare Card if applicable	",,No Vaccine Yet,-79.717747,41.021063
Walberg Family Pharmacies,Clarion Pharmacy,"30 Pinnacle Drive Suite 103 Clarion, PA 16214",Leah Rapp,8142264015,clarion@wfprx.com,Pharmacy,https://walbergfamilypharmacies.com/,,,,,9:00 AM,8:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,"Drivers license, Insurance Card, Medicare Card if applicable	",,No Vaccine Yet,-79.392284,41.182874
Walberg Family Pharmacies,Greenville Pharmacy,"43 Williamson Road Suite 1 Greenville, PA 16125",Idola Menold,7245881111,greenville@wfprx.com,Pharmacy,https://walbergfamilypharmacies.com/,,,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,2:00 PM,"Drivers license, Insurance Card, Medicare Card if applicable	",,No Vaccine Yet,-80.35859547,41.41368669
